Kod woj.;Województwo;Kod gm.;Gmina;Typ gminy;Powiat;L. obwodów;Frekwencja;% głosów ważnych;JUREK Marek;KACZYŃSKI Jarosław Aleksander;KOMOROWSKI Bronisław Maria;KORWIN-MIKKE Janusz Ryszard;LEPPER Andrzej Zbigniew;MORAWIECKI Kornel Andrzej;NAPIERALSKI Grzegorz Bernard;OLECHOWSKI Andrzej Marian;PAWLAK Waldemar;ZIĘTEK Bogusław Zbigniew
14;mazowieckie;141801;Góra Kalwaria, gm.;miejsko-wiejska;piaseczyński;16;55,78;99,33;1,24;38,82;37,99;2,44;1,03;0,11;15,19;1,34;1,71;0,14
14;mazowieckie;141802;Konstancin-Jeziorna, gm.;miejsko-wiejska;piaseczyński;19;65,34;99,33;1,30;35,00;47,16;2,77;0,43;0,14;10,19;1,78;1,08;0,14
14;mazowieckie;141803;Lesznowola, gm.;wiejska;piaseczyński;11;68,87;99,31;1,72;32,48;49,16;3,51;0,39;0,05;9,14;1,97;1,41;0,17
14;mazowieckie;141804;Piaseczno, gm.;miejsko-wiejska;piaseczyński;34;67,97;99,41;2,01;29,17;52,34;3,00;0,31;0,10;10,22;1,82;0,97;0,08
14;mazowieckie;141805;Prażmów, gm.;wiejska;piaseczyński;4;57,00;99,13;1,70;39,11;39,36;2,48;1,08;0,05;12,86;1,13;1,95;0,28
14;mazowieckie;141806;Tarczyn, gm.;miejsko-wiejska;piaseczyński;9;60,23;99,26;1,12;50,22;29,89;1,76;1,08;0,08;12,67;1,02;2,10;0,08
14;mazowieckie;141901;Bielsk, gm.;wiejska;płocki;7;48,72;99,27;0,68;56,99;19,69;1,30;1,62;0,09;12,35;0,65;6,60;0,03
14;mazowieckie;141902;Bodzanów, gm.;wiejska;płocki;7;46,19;99,32;0,65;54,68;21,30;1,31;2,13;0,03;14,46;0,62;4,58;0,23
14;mazowieckie;141903;Brudzeń Duży, gm.;wiejska;płocki;6;45,80;99,12;0,96;56,13;18,58;1,17;2,38;0,07;13,62;0,64;6,35;0,11
14;mazowieckie;141904;Bulkowo, gm.;wiejska;płocki;5;48,37;98,97;0,95;58,80;14,43;1,32;3,68;0,09;14,02;0,36;6,26;0,09
14;mazowieckie;141905;Drobin, gm.;miejsko-wiejska;płocki;6;41,02;98,71;0,45;55,00;18,58;0,82;2,55;0,04;16,04;0,82;5,55;0,15
14;mazowieckie;141906;Gąbin, gm.;miejsko-wiejska;płocki;9;46,63;99,10;0,84;56,95;23,30;1,33;0,96;0,05;8,13;0,59;7,76;0,10
14;mazowieckie;141907;Łąck, gm.;wiejska;płocki;4;48,90;98,93;0,67;50,31;27,03;1,08;1,08;0,00;12,36;0,97;6,21;0,31
14;mazowieckie;141908;Mała Wieś, gm.;wiejska;płocki;5;41,22;98,73;0,35;49,73;21,99;1,49;4,76;0,10;15,68;0,84;5,01;0,05
14;mazowieckie;141909;Nowy Duninów, gm.;wiejska;płocki;3;47,37;99,41;0,80;49,97;28,24;1,06;1,40;0,07;12,76;1,40;4,19;0,13
14;mazowieckie;141910;Radzanowo, gm.;wiejska;płocki;5;47,96;98,87;0,52;47,18;24,30;0,97;2,09;0,14;17,25;0,90;6,54;0,10
14;mazowieckie;141911;Słubice, gm.;wiejska;płocki;4;40,87;99,33;0,27;62,99;12,72;0,68;1,08;0,07;8,80;0,47;12,79;0,14
14;mazowieckie;141912;Słupno, gm.;wiejska;płocki;4;56,81;99,42;0,44;37,98;39,54;1,86;1,27;0,11;13,75;1,38;3,64;0,04
14;mazowieckie;141913;Stara Biała, gm.;wiejska;płocki;7;51,59;98,90;0,82;48,57;27,97;1,89;1,07;0,12;14,31;1,09;4,14;0,02
14;mazowieckie;141914;Staroźreby, gm.;wiejska;płocki;8;46,09;99,26;0,60;53,60;18,67;1,01;3,13;0,07;15,54;0,41;6,82;0,15
14;mazowieckie;141915;Wyszogród, gm.;miejsko-wiejska;płocki;4;43,85;99,38;0,67;46,67;26,71;1,19;2,24;0,10;13,86;1,05;7,38;0,14
14;mazowieckie;142001;Płońsk, m.;miejska;płoński;14;54,01;99,13;0,89;38,92;37,96;2,25;0,75;0,12;16,10;1,51;1,39;0,12
14;mazowieckie;142002;Raciąż, m.;miejska;płoński;2;52,66;99,12;0,99;52,68;26,03;1,56;0,52;0,10;16,10;0,99;1,04;0,00
14;mazowieckie;142003;Baboszewo, gm.;wiejska;płoński;6;47,04;99,36;0,54;59,52;18,78;0,98;2,25;0,07;13,16;0,47;4,17;0,07
14;mazowieckie;142004;Czerwińsk nad Wisłą, gm.;wiejska;płoński;5;33,72;99,21;0,84;57,27;22,37;1,36;2,91;0,19;8,68;0,28;5,96;0,14
14;mazowieckie;142005;Dzierzążnia, gm.;wiejska;płoński;2;46,37;99,38;0,48;57,73;16,51;0,41;3,52;0,07;14,50;0,62;6,01;0,14
14;mazowieckie;142006;Joniec, gm.;wiejska;płoński;3;49,13;99,54;1,21;45,67;29,64;1,12;1,86;0,65;12,77;0,93;6,06;0,09
14;mazowieckie;142007;Naruszewo, gm.;wiejska;płoński;5;35,13;99,04;0,65;51,73;23,05;0,97;3,35;0,00;14,18;0,81;4,98;0,27
14;mazowieckie;142008;Nowe Miasto, gm.;wiejska;płoński;3;46,74;99,06;0,50;48,41;26,88;1,62;2,84;0,06;14,11;0,89;4,68;0,00
14;mazowieckie;142009;Płońsk, gm.;wiejska;płoński;8;41,67;99,37;1,14;47,69;25,61;1,47;2,02;0,13;15,81;0,88;5,00;0,25
14;mazowieckie;142010;Raciąż, gm.;wiejska;płoński;6;46,51;98,60;0,68;63,61;13,64;0,52;2,92;0,12;11,33;0,28;6,87;0,03
14;mazowieckie;142011;Sochocin, gm.;wiejska;płoński;3;48,03;99,27;1,25;50,49;26,15;1,20;2,92;0,13;13,46;0,86;3,40;0,13
14;mazowieckie;142012;Załuski, gm.;wiejska;płoński;4;40,10;99,10;0,62;54,46;19,72;1,02;2,49;0,06;11,02;0,51;9,94;0,17
14;mazowieckie;142101;Piastów, m.;miejska;pruszkowski;10;67,83;99,48;1,27;38,51;43,48;3,14;0,44;0,15;10,26;1,69;0,94;0,13
14;mazowieckie;142102;Pruszków, m.;miejska;pruszkowski;27;64,04;99,23;1,07;35,01;46,19;2,91;0,47;0,13;11,28;2,01;0,75;0,16
14;mazowieckie;142103;Brwinów, gm.;miejsko-wiejska;pruszkowski;12;66,35;99,28;1,24;34,96;47,56;3,03;0,53;0,09;10,18;1,38;0,84;0,20
14;mazowieckie;142104;Michałowice, gm.;wiejska;pruszkowski;9;72,57;99,33;1,22;32,84;52,09;2,97;0,29;0,10;7,82;1,83;0,74;0,09
14;mazowieckie;142105;Nadarzyn, gm.;wiejska;pruszkowski;5;64,68;99,29;0,88;37,14;43,77;2,90;0,58;0,07;10,83;1,72;1,87;0,22
14;mazowieckie;142106;Raszyn, gm.;wiejska;pruszkowski;10;66,57;99,31;1,17;44,07;38,40;2,87;0,72;0,09;9,36;2,07;1,10;0,16
14;mazowieckie;142201;Przasnysz, m.;miejska;przasnyski;13;54,42;99,47;1,12;45,18;31,82;2,49;0,89;0,15;15,81;1,00;1,37;0,17
14;mazowieckie;142202;Chorzele, gm.;miejsko-wiejska;przasnyski;10;45,23;99,15;1,03;58,19;23,11;1,00;2,06;0,25;9,78;0,64;3,78;0,17
14;mazowieckie;142203;Czernice Borowe, gm.;wiejska;przasnyski;4;51,55;99,50;0,44;61,06;14,27;1,06;3,12;0,12;10,59;0,50;8,79;0,06
14;mazowieckie;142204;Jednorożec, gm.;wiejska;przasnyski;9;42,98;99,21;0,75;48,95;22,17;0,92;3,60;0,17;14,50;0,88;7,71;0,34
14;mazowieckie;142205;Krasne, gm.;wiejska;przasnyski;3;44,24;98,70;1,17;54,50;17,19;0,37;3,80;0,00;14,41;0,95;7,61;0,00
14;mazowieckie;142206;Krzynowłoga Mała, gm.;wiejska;przasnyski;7;53,81;99,62;0,51;72,07;8,29;2,10;2,17;0,00;8,10;0,45;6,19;0,13
14;mazowieckie;142207;Przasnysz, gm.;wiejska;przasnyski;9;48,39;99,39;1,01;63,70;14,94;1,48;2,89;0,07;10,25;0,54;5,02;0,11
14;mazowieckie;142301;Borkowice, gm.;wiejska;przysuski;4;48,14;98,35;1,12;43,94;22,84;1,45;3,02;0,17;15,69;0,56;10,78;0,45
14;mazowieckie;142302;Gielniów, gm.;wiejska;przysuski;4;54,93;98,76;1,16;67,63;15,28;0,84;1,76;0,23;10,26;0,42;2,42;0,00
14;mazowieckie;142303;Klwów, gm.;wiejska;przysuski;4;60,93;99,44;1,07;61,49;6,53;0,84;2,14;0,06;5,97;0,34;21,45;0,11
14;mazowieckie;142304;Odrzywół, gm.;wiejska;przysuski;4;60,81;99,12;3,60;74,06;10,90;0,94;2,17;0,05;4,98;0,25;3,01;0,05
14;mazowieckie;142305;Potworów, gm.;wiejska;przysuski;4;52,98;98,87;0,91;68,07;9,05;0,97;3,64;0,11;9,39;0,74;7,00;0,11
14;mazowieckie;142306;Przysucha, gm.;miejsko-wiejska;przysuski;8;54,56;99,19;1,26;52,99;24,53;1,87;1,69;0,07;14,21;1,01;2,27;0,10
14;mazowieckie;142307;Rusinów, gm.;wiejska;przysuski;4;59,71;99,10;0,86;72,06;10,09;0,38;2,76;0,05;7,90;0,57;5,19;0,14
14;mazowieckie;142308;Wieniawa, gm.;wiejska;przysuski;4;51,74;99,08;0,80;64,45;14,69;0,89;2,71;0,09;10,56;0,75;4,97;0,09
14;mazowieckie;142401;Gzy, gm.;wiejska;pułtuski;5;45,09;99,44;0,57;53,85;14,77;1,55;3,89;0,00;15,12;0,78;9,26;0,21
14;mazowieckie;142402;Obryte, gm.;wiejska;pułtuski;7;54,65;98,31;0,77;62,94;17,31;0,86;2,30;0,10;7,51;0,43;7,70;0,10
14;mazowieckie;142403;Pokrzywnica, gm.;wiejska;pułtuski;5;44,68;98,84;0,65;53,84;22,35;1,06;1,76;0,06;14,31;0,53;5,28;0,18
14;mazowieckie;142404;Pułtusk, gm.;miejsko-wiejska;pułtuski;18;53,35;99,32;0,90;43,37;32,32;2,01;1,16;0,04;15,48;1,12;3,41;0,20
14;mazowieckie;142405;Świercze, gm.;wiejska;pułtuski;5;43,49;99,26;0,25;46,37;24,77;2,30;3,23;0,00;17,01;0,99;4,78;0,31
14;mazowieckie;142406;Winnica, gm.;wiejska;pułtuski;4;53,78;98,97;0,87;51,45;19,72;1,57;3,94;0,12;11,37;0,87;9,80;0,29
14;mazowieckie;142407;Zatory, gm.;wiejska;pułtuski;5;52,09;99,19;0,71;60,09;18,65;0,66;2,60;0,10;9,68;0,66;6,78;0,05
14;mazowieckie;142501;Pionki, m.;miejska;radomski;12;52,69;99,45;1,16;40,31;35,30;2,47;0,84;0,09;17,44;1,40;0,79;0,21
14;mazowieckie;142502;Gózd, gm.;wiejska;radomski;6;54,79;99,04;1,15;73,48;11,32;1,15;0,71;0,03;9,53;0,71;1,76;0,18
14;mazowieckie;142503;Iłża, gm.;miejsko-wiejska;radomski;17;45,75;99,18;1,14;48,67;22,65;2,41;2,32;0,03;17,23;1,06;4,36;0,14
14;mazowieckie;142504;Jastrzębia, gm.;wiejska;radomski;7;52,63;99,11;0,56;59,63;17,68;1,88;2,33;0,15;13,54;0,75;3,31;0,15
14;mazowieckie;142505;Jedlińsk, gm.;wiejska;radomski;9;51,41;99,02;1,49;61,35;18,66;1,31;1,29;0,04;12,36;1,03;2,36;0,11
14;mazowieckie;142506;Jedlnia-Letnisko, gm.;wiejska;radomski;7;58,52;99,25;1,53;58,22;22,81;2,70;1,43;0,13;11,06;0,94;1,01;0,17
14;mazowieckie;142507;Kowala, gm.;wiejska;radomski;7;55,94;99,27;1,42;59,03;20,66;2,05;1,14;0,13;12,16;0,97;2,29;0,15
14;mazowieckie;142508;Pionki, gm.;wiejska;radomski;9;45,91;99,32;0,85;57,61;21,21;1,24;1,98;0,14;13,61;0,74;2,34;0,28
14;mazowieckie;142509;Przytyk, gm.;wiejska;radomski;5;54,27;99,46;0,98;71,64;10,90;1,02;1,90;0,17;8,73;0,51;3,99;0,17
14;mazowieckie;142510;Skaryszew, gm.;miejsko-wiejska;radomski;9;54,20;99,26;1,74;67,65;14,66;1,35;1,44;0,09;9,02;0,55;3,33;0,18
14;mazowieckie;142511;Wierzbica, gm.;wiejska;radomski;7;45,93;99,05;0,83;60,57;18,68;2,01;2,20;0,11;11,86;0,96;2,59;0,19
14;mazowieckie;142512;Wolanów, gm.;wiejska;radomski;6;54,68;99,31;0,89;66,22;13,66;1,10;2,16;0,06;11,50;0,72;3,57;0,12
14;mazowieckie;142513;Zakrzew, gm.;wiejska;radomski;7;58,99;98,98;2,31;66,66;15,51;1,42;1,38;0,04;9,42;0,95;2,17;0,14
14;mazowieckie;142601;Domanice, gm.;wiejska;siedlecki;2;56,54;99,58;1,01;68,30;10,90;1,78;1,94;0,08;11,16;0,76;3,89;0,17
14;mazowieckie;142602;Korczew, gm.;wiejska;siedlecki;4;46,61;98,62;0,26;53,54;21,14;1,40;2,45;0,09;14,67;1,40;4,80;0,26
14;mazowieckie;142603;Kotuń, gm.;wiejska;siedlecki;8;51,13;99,24;0,79;54,78;22,65;2,41;1,77;0,03;12,68;0,94;3,82;0,12
14;mazowieckie;142604;Mokobody, gm.;wiejska;siedlecki;3;55,34;98,89;0,67;69,90;11,14;1,30;2,06;0,09;8,77;0,45;5,64;0,00
14;mazowieckie;142605;Mordy, gm.;miejsko-wiejska;siedlecki;6;49,85;99,36;1,09;59,98;17,53;1,86;2,54;0,12;10,95;1,25;4,40;0,28
14;mazowieckie;142606;Paprotnia, gm.;wiejska;siedlecki;2;59,29;99,45;1,34;72,93;6,92;1,02;2,68;0,08;7,47;0,55;6,85;0,16
14;mazowieckie;142607;Przesmyki, gm.;wiejska;siedlecki;5;48,64;99,86;0,28;63,14;12,86;0,55;6,02;0,14;7,68;0,97;8,37;0,00
14;mazowieckie;142608;Siedlce, gm.;wiejska;siedlecki;8;56,20;99,34;1,26;53,37;22,27;2,92;1,25;0,18;14,01;1,05;3,46;0,21
14;mazowieckie;142609;Skórzec, gm.;wiejska;siedlecki;7;54,48;99,45;1,17;63,12;13,90;1,39;2,33;0,10;11,28;0,78;5,83;0,10
14;mazowieckie;142610;Suchożebry, gm.;wiejska;siedlecki;4;52,73;98,69;0,46;59,90;17,54;1,02;2,40;0,05;12,53;0,46;5,37;0,26
14;mazowieckie;142611;Wiśniew, gm.;wiejska;siedlecki;6;58,46;99,50;0,88;69,35;10,96;1,58;2,23;0,04;9,23;0,92;4,69;0,12
14;mazowieckie;142612;Wodynie, gm.;wiejska;siedlecki;4;51,52;98,92;0,93;67,71;14,17;1,09;2,08;0,42;8,15;0,42;4,98;0,05
14;mazowieckie;142613;Zbuczyn, gm.;wiejska;siedlecki;9;57,38;99,46;0,92;70,48;11,99;1,37;1,95;0,09;7,14;0,90;5,12;0,04
14;mazowieckie;142701;Sierpc, m.;miejska;sierpecki;13;52,63;99,39;0,71;43,67;34,38;2,23;0,57;0,12;15,90;1,15;1,07;0,19
14;mazowieckie;142702;Gozdowo, gm.;wiejska;sierpecki;3;42,49;99,10;0,35;52,78;19,53;0,91;1,97;0,15;17,21;0,76;6,22;0,10
14;mazowieckie;142703;Mochowo, gm.;wiejska;sierpecki;3;43,26;98,98;0,20;54,79;17,99;0,73;3,13;0,00;16,03;0,54;6,45;0,15
14;mazowieckie;142704;Rościszewo, gm.;wiejska;sierpecki;2;49,97;99,10;0,30;67,57;11,29;0,91;3,02;0,00;9,42;0,66;6,82;0,00
14;mazowieckie;142705;Sierpc, gm.;wiejska;sierpecki;6;42,58;98,87;0,35;54,64;19,26;1,49;3,06;0,13;15,06;0,53;5,21;0,26
14;mazowieckie;142706;Szczutowo, gm.;wiejska;sierpecki;4;44,17;99,10;0,65;58,23;19,82;1,29;3,03;0,06;12,07;1,16;3,55;0,13
14;mazowieckie;142707;Zawidz, gm.;wiejska;sierpecki;4;50,38;99,28;0,73;58,91;14,24;0,73;2,73;0,07;11,73;0,47;10,24;0,15
14;mazowieckie;142801;Sochaczew, m.;miejska;sochaczewski;22;55,83;99,28;1,02;39,77;38,46;2,51;0,73;0,08;14,81;1,49;1,03;0,09
14;mazowieckie;142802;Brochów, gm.;wiejska;sochaczewski;3;47,53;98,78;0,62;56,07;24,95;1,23;1,48;0,31;12,01;0,99;2,16;0,18
14;mazowieckie;142803;Iłów, gm.;wiejska;sochaczewski;4;46,12;99,61;0,57;62,65;12,91;1,13;1,39;0,00;11,48;0,48;9,30;0,09
14;mazowieckie;142804;Młodzieszyn, gm.;wiejska;sochaczewski;4;43,93;98,96;0,95;62,54;18,65;1,69;1,74;0,16;9,22;0,58;4,37;0,11
14;mazowieckie;142805;Nowa Sucha, gm.;wiejska;sochaczewski;4;49,94;98,90;1,44;53,42;24,11;2,56;1,44;0,12;11,83;0,82;4,16;0,08
14;mazowieckie;142806;Rybno, gm.;wiejska;sochaczewski;3;43,83;99,00;1,52;60,90;12,92;2,28;3,21;0,08;9,21;1,01;8,53;0,34
14;mazowieckie;142807;Sochaczew, gm.;wiejska;sochaczewski;8;50,34;99,46;0,94;52,54;25,19;1,86;1,30;0,19;13,01;1,59;3,13;0,24
14;mazowieckie;142808;Teresin, gm.;wiejska;sochaczewski;6;54,78;99,17;1,61;51,17;30,33;1,86;1,19;0,04;10,51;1,08;2,13;0,08
14;mazowieckie;142901;Sokołów Podlaski, m.;miejska;sokołowski;9;58,50;99,24;1,39;46,20;31,67;2,25;0,77;0,16;13,74;1,63;2,03;0,16
14;mazowieckie;142902;Bielany, gm.;wiejska;sokołowski;4;59,70;99,08;0,49;73,33;8,66;0,54;2,78;0,05;7,78;0,44;5,82;0,11
14;mazowieckie;142903;Ceranów, gm.;wiejska;sokołowski;3;50,98;99,52;0,19;63,33;15,01;0,48;2,89;0,10;8,37;0,58;8,95;0,10
14;mazowieckie;142904;Jabłonna Lacka, gm.;wiejska;sokołowski;7;53,02;99,17;2,32;61,09;14,54;0,83;3,29;0,19;11,72;0,32;5,51;0,19
14;mazowieckie;142905;Kosów Lacki, gm.;miejsko-wiejska;sokołowski;7;53,14;99,25;1,13;61,70;16,88;1,30;3,19;0,07;9,16;0,62;5,73;0,21
14;mazowieckie;142906;Repki, gm.;wiejska;sokołowski;6;57,20;99,70;0,82;59,60;14,03;0,86;2,99;0,11;9,28;0,79;11,49;0,04
14;mazowieckie;142907;Sabnie, gm.;wiejska;sokołowski;6;56,56;99,04;0,91;51,18;20,69;0,70;3,16;0,16;10,88;0,70;11,31;0,32
14;mazowieckie;142908;Sokołów Podlaski, gm.;wiejska;sokołowski;7;54,43;99,08;0,33;62,60;16,88;1,49;2,60;0,19;10,97;0,59;4,13;0,22
14;mazowieckie;142909;Sterdyń, gm.;wiejska;sokołowski;6;51,99;99,29;0,62;52,36;18,38;1,39;2,67;0,10;11,55;0,77;12,01;0,15
14;mazowieckie;143001;Chlewiska, gm.;wiejska;szydłowiecki;7;44,94;99,06;0,86;62,58;17,57;0,90;1,68;0,09;11,93;1,16;2,97;0,26
14;mazowieckie;143002;Jastrząb, gm.;wiejska;szydłowiecki;3;48,85;99,49;1,23;62,36;15,88;1,53;1,69;0,05;13,33;1,02;2,71;0,20
14;mazowieckie;143003;Mirów, gm.;wiejska;szydłowiecki;3;47,39;98,93;0,79;69,31;10,61;1,16;3,03;0,07;10,76;0,58;3,18;0,51
14;mazowieckie;143004;Orońsko, gm.;wiejska;szydłowiecki;6;50,96;98,79;0,87;63,22;17,39;0,87;2,01;0,00;11,23;0,44;3,80;0,17
14;mazowieckie;143005;Szydłowiec, gm.;miejsko-wiejska;szydłowiecki;11;50,49;99,37;1,03;55,24;23,29;1,77;1,13;0,09;14,70;0,98;1,58;0,20
14;mazowieckie;143201;Błonie, gm.;miejsko-wiejska;warszawski zachodni;11;59,15;99,43;1,40;39,43;40,04;2,58;0,84;0,09;12,31;1,55;1,65;0,09
14;mazowieckie;143202;Izabelin, gm.;wiejska;warszawski zachodni;4;70,69;99,43;1,69;39,15;46,01;3,28;0,39;0,09;6,81;1,72;0,80;0,06
14;mazowieckie;143203;Kampinos, gm.;wiejska;warszawski zachodni;2;55,42;99,11;0,68;48,67;30,17;1,75;1,58;0,06;12,75;1,64;2,54;0,17
14;mazowieckie;143204;Leszno, gm.;wiejska;warszawski zachodni;5;57,39;99,26;0,75;38,02;41,91;2,44;1,04;0,05;12,53;1,52;1,62;0,12
14;mazowieckie;143205;Łomianki, gm.;miejsko-wiejska;warszawski zachodni;12;71,80;99,24;1,59;34,50;49,69;3,31;0,42;0,08;7,94;1,66;0,71;0,10
14;mazowieckie;143206;Ożarów Mazowiecki, gm.;miejsko-wiejska;warszawski zachodni;15;61,83;99,38;1,25;42,64;38,29;2,72;0,87;0,10;10,61;1,77;1,64;0,10
14;mazowieckie;143207;Stare Babice, gm.;wiejska;warszawski zachodni;8;65,57;99,32;1,35;36,48;46,22;3,25;0,67;0,11;9,29;1,45;1,04;0,14
14;mazowieckie;143301;Węgrów, m.;miejska;węgrowski;6;58,64;99,20;1,47;39,67;36,75;2,51;1,22;0,23;14,45;1,68;1,82;0,20
14;mazowieckie;143302;Grębków, gm.;wiejska;węgrowski;3;45,63;99,47;0,47;64,47;13,91;0,82;3,30;0,06;11,31;0,35;5,13;0,18
14;mazowieckie;143303;Korytnica, gm.;wiejska;węgrowski;5;52,39;98,65;1,16;64,22;16,28;0,69;3,61;0,14;9,31;0,47;3,90;0,22
14;mazowieckie;143304;Liw, gm.;wiejska;węgrowski;6;51,91;99,34;0,85;56,11;20,89;1,01;2,54;0,28;12,94;1,13;3,99;0,25
14;mazowieckie;143305;Łochów, gm.;miejsko-wiejska;węgrowski;10;52,91;99,43;1,44;58,55;24,26;1,71;0,95;0,05;9,34;1,00;2,56;0,15
14;mazowieckie;143306;Miedzna, gm.;wiejska;węgrowski;6;56,44;98,89;0,66;57,80;17,59;0,92;3,30;0,10;9,86;0,81;8,85;0,10
14;mazowieckie;143307;Sadowne, gm.;wiejska;węgrowski;5;49,51;98,83;1,14;58,53;22,22;1,10;2,73;0,08;10,05;0,49;3,62;0,04
14;mazowieckie;143308;Stoczek, gm.;wiejska;węgrowski;6;51,96;98,92;0,86;59,96;20,11;1,41;1,82;0,09;10,62;0,59;4,45;0,09
14;mazowieckie;143309;Wierzbno, gm.;wiejska;węgrowski;5;48,07;99,02;0,58;58,73;18,86;0,91;4,22;0,08;11,17;0,83;4,47;0,17
14;mazowieckie;143401;Kobyłka, m.;miejska;wołomiński;10;66,79;99,43;1,09;47,43;35,60;3,08;0,43;0,11;9,32;1,81;0,98;0,15
14;mazowieckie;143402;Marki, m.;miejska;wołomiński;12;60,12;99,61;1,20;43,31;39,76;2,94;0,52;0,17;9,20;2,02;0,81;0,07
14;mazowieckie;143403;Ząbki, m.;miejska;wołomiński;12;65,25;99,45;1,75;40,66;40,91;3,37;0,36;0,12;10,15;1,78;0,81;0,10
14;mazowieckie;143404;Zielonka, m.;miejska;wołomiński;9;68,87;99,21;1,65;42,52;39,63;3,14;0,49;0,10;9,68;1,81;0,83;0,15
14;mazowieckie;143405;Dąbrówka, gm.;wiejska;wołomiński;6;60,28;99,38;0,59;67,86;17,98;1,24;1,36;0,09;7,11;0,77;2,92;0,09
14;mazowieckie;143406;Jadów, gm.;wiejska;wołomiński;6;47,67;99,53;1,04;53,11;28,36;1,75;1,65;0,07;10,73;1,14;2,09;0,07
14;mazowieckie;143407;Klembów, gm.;wiejska;wołomiński;7;59,33;99,20;0,95;59,82;23,68;1,71;1,02;0,05;9,41;1,02;2,17;0,17
14;mazowieckie;143408;Poświętne, gm.;wiejska;wołomiński;5;52,54;98,16;1,75;67,63;14,77;1,59;1,29;0,04;9,60;1,08;1,96;0,29
14;mazowieckie;143409;Radzymin, gm.;miejsko-wiejska;wołomiński;11;61,41;99,41;0,82;55,06;29,80;1,94;0,67;0,04;8,56;1,24;1,75;0,12
14;mazowieckie;143410;Strachówka, gm.;wiejska;wołomiński;6;44,09;98,78;0,10;58,57;21,90;1,05;2,76;0,00;11,90;1,14;2,48;0,10
14;mazowieckie;143411;Tłuszcz, gm.;miejsko-wiejska;wołomiński;12;56,46;99,30;0,92;53,61;27,27;1,63;1,07;0,06;12,09;1,45;1,68;0,22
14;mazowieckie;143412;Wołomin, gm.;miejsko-wiejska;wołomiński;29;64,28;99,29;1,32;46,42;35,76;2,81;0,51;0,09;10,42;1,60;0,89;0,18
14;mazowieckie;143501;Brańszczyk, gm.;wiejska;wyszkowski;8;52,32;99,30;1,07;58,45;21,99;1,44;1,58;0,06;10,84;1,04;3,39;0,14
14;mazowieckie;143502;Długosiodło, gm.;wiejska;wyszkowski;8;47,41;99,35;0,76;56,53;23,34;1,17;2,31;0,14;10,26;0,83;4,59;0,07
14;mazowieckie;143503;Rząśnik, gm.;wiejska;wyszkowski;9;55,61;99,29;1,05;67,60;16,94;0,61;2,30;0,10;6,78;0,54;4,03;0,03
14;mazowieckie;143504;Somianka, gm.;wiejska;wyszkowski;7;55,49;98,47;0,40;53,80;21,14;1,36;2,92;0,00;8,59;0,60;10,83;0,36
14;mazowieckie;143505;Wyszków, gm.;miejsko-wiejska;wyszkowski;22;57,20;98,99;1,25;47,85;32,25;2,14;0,76;0,10;12,58;1,25;1,64;0,16
14;mazowieckie;143506;Zabrodzie, gm.;wiejska;wyszkowski;6;52,13;98,89;0,95;62,42;21,78;0,73;1,98;0,04;7,92;0,69;3,23;0,26
14;mazowieckie;143601;Kazanów, gm.;wiejska;zwoleński;6;48,43;98,49;1,14;56,53;15,23;0,80;4,32;0,06;15,06;0,34;6,31;0,23
14;mazowieckie;143602;Policzna, gm.;wiejska;zwoleński;5;37,70;98,35;0,56;56,62;18,05;2,12;3,86;0,06;13,92;0,89;3,69;0,22
14;mazowieckie;143603;Przyłęk, gm.;wiejska;zwoleński;8;38,60;99,04;0,31;61,15;12,93;1,22;4,99;0,00;13,90;0,41;4,99;0,10
14;mazowieckie;143604;Tczów, gm.;wiejska;zwoleński;5;45,84;98,44;0,53;60,29;10,67;1,47;3,46;0,06;12,43;0,70;10,32;0,06
14;mazowieckie;143605;Zwoleń, gm.;miejsko-wiejska;zwoleński;14;51,23;99,40;1,09;54,52;22,34;1,85;1,59;0,05;14,64;0,87;2,90;0,16
14;mazowieckie;143701;Bieżuń, gm.;miejsko-wiejska;żuromiński;3;48,48;99,23;0,53;58,75;19,47;1,25;1,54;0,10;11,37;0,48;6,46;0,05
14;mazowieckie;143702;Kuczbork-Osada, gm.;wiejska;żuromiński;4;43,90;99,26;0,86;46,68;24,00;1,32;1,66;0,17;17,81;0,63;6,76;0,11
14;mazowieckie;143703;Lubowidz, gm.;wiejska;żuromiński;5;45,10;99,17;0,54;48,60;27,59;0,73;2,14;0,08;15,38;0,61;4,13;0,19
14;mazowieckie;143704;Lutocin, gm.;wiejska;żuromiński;4;45,88;99,30;0,94;64,19;15,08;0,53;1,47;0,00;11,96;0,29;5,42;0,12
14;mazowieckie;143705;Siemiątkowo, gm.;wiejska;żuromiński;3;42,36;98,96;0,57;59,89;14,83;0,49;2,76;0,16;13,21;0,08;7,94;0,08
14;mazowieckie;143706;Żuromin, gm.;miejsko-wiejska;żuromiński;10;49,84;99,37;0,87;43,13;30,90;1,74;1,27;0,10;17,63;0,87;3,37;0,12
14;mazowieckie;143801;Żyrardów, m.;miejska;żyrardowski;24;59,08;99,24;0,83;35,44;42,18;2,22;0,62;0,12;14,57;1,49;2,38;0,15
14;mazowieckie;143802;Mszczonów, gm.;miejsko-wiejska;żyrardowski;10;51,32;99,40;0,98;51,60;28,72;2,06;2,04;0,09;10,59;1,24;2,60;0,09
